9,8,9,9,9,9,9,9,9,9,8,19,18,18,18,19,18,18,19,19,18,19,18,18,19,18,18,18,19,18,19,19,18,18,19,18,19,18,19,19,19,18,18,18,18,19,18,19,18,19,18,19,19,19,19,18,18,19,18,18,19,18,19,18,19,18,9,8,9,9,8,9,8,8,8,8,9,9,9,8,9,9,9,8,9,8,9,9,9,9,8,8,8,8,8,8,9,9,8,9
8,9,9,8,8,8,8,8,8,9,14,21,17,29,12,13,12,12,12,13,12,13,12,12,12,12,12,12,13,12,12,12,12,13,12,12,13,13,13,13,13,12,13,13,12,13,12,12,12,12,13,12,12,13,13,12,12,13,12,12,13,13,12,12,27,21,16,10,8,8,8,9,9,8,8,9,8,9,8,8,9,9,9,9,9,8,9,9,9,8,8,9,8,8,8,9,9,9,8,8
9,9,8,9,9,9,8,8,9,9,15,20,17,11,2,2,2,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,3,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,2,2,3,2,3,3,3,2,3,2,3,2,3,2,3,15,20,16,10,8,8,8,8,8,9,9,8,8,9,9,8,9,9,9,8,9,9,9,9,9,8,8,8,8,8,8,8,9,8,8,8
8,9,9,8,8,8,8,8,9,8,15,21,17,10,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,3,15,21,17,11,8,9,8,9,9,8,9,8,8,8,9,8,9,8,9,9,9,9,8,8,8,8,9,9,8,8,8,8,8,9,9,9
8,9,9,8,8,9,9,8,9,9,14,20,16,10,3,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,3,14,20,16,10,8,8,8,9,9,8,9,9,8,8,8,9,8,9,9,9,8,9,9,8,9,9,8,9,8,9,8,9,9,8,8,9
9,8,9,8,8,8,8,9,8,8,14,21,17,10,3,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,2,15,20,17,11,8,9,9,9,9,8,8,9,8,8,8,9,9,8,8,9,8,8,8,9,8,9,8,8,8,9,9,8,9,9,8,8
8,9,9,9,9,8,9,8,9,9,14,20,17,11,2,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,3,15,21,16,10,9,9,8,8,9,8,8,9,8,8,9,8,8,8,9,8,9,8,8,8,8,9,8,9,8,9,8,8,8,9,8,8
8,8,9,9,9,9,9,9,9,8,14,20,16,10,2,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,3,15,20,17,10,9,9,8,9,8,8,8,9,9,8,8,9,9,8,8,9,8,8,8,8,8,8,9,8,9,9,8,9,9,8,8,8
8,9,8,9,9,9,9,9,8,8,15,20,17,10,3,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,2,15,20,17,11,9,8,8,9,9,8,9,8,8,8,8,8,9,8,9,8,8,8,9,9,8,8,8,8,8,8,9,8,9,8,8,9
8,8,8,9,9,9,8,8,9,9,14,21,17,10,2,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,3,15,21,17,11,9,9,9,8,9,8,8,9,8,8,9,8,8,8,8,9,8,9,8,9,8,9,9,8,8,9,8,9,8,8,8,9
8,9,8,8,8,8,9,8,9,8,15,20,16,10,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,3,14,21,16,10,9,8,8,8,9,9,9,8,9,8,9,8,9,8,9,8,9,9,8,9,8,8,8,9,9,8,9,9,9,8,8,8
